ip.src	udp.srcport	ip.dst	udp.dstport	dns.qry.name	dns.resp.name
10.0.0.103	56612	10.0.0.102	53	dnscat.11f8012b768abfa8f0b8c90484b032dcfe	
10.0.0.102	53	10.0.0.103	56612	dnscat.11f8012b768abfa8f0b8c90484b032dcfe	dnscat.11f8012b768abfa8f0b8c90484b032dcfe
10.0.0.103	56612	10.0.0.102	53	dnscat.2f04017019233a1016acb103d20ca73075	
10.0.0.102	53	10.0.0.103	56612	dnscat.2f04017019233a1016acb103d20ca73075	dnscat.2f04017019233a1016acb103d20ca73075
10.0.0.103	56612	10.0.0.102	53	dnscat.417e012b76f4e6784f443c0485844ac0d0	
10.0.0.102	53	10.0.0.103	56612	dnscat.417e012b76f4e6784f443c0485844ac0d0	dnscat.417e012b76f4e6784f443c0485844ac0d0
10.0.0.103	56612	10.0.0.102	53	dnscat.455e01701978671cbdecce03d359383422	
10.0.0.102	53	10.0.0.103	56612	dnscat.455e01701978671cbdecce03d359383422	dnscat.455e01701978671cbdecce03d359383422
10.0.0.103	56612	10.0.0.102	53	dnscat.48fb012b769010dc6d48f904865aa34c35	
10.0.0.102	53	10.0.0.103	56612	dnscat.48fb012b769010dc6d48f904865aa34c35	dnscat.48fb012b769010dc6d48f904865aa34c35
10.0.0.103	56612	10.0.0.102	53	dnscat.2707017019aabd78497e2a03d4ab0c08ff	
10.0.0.102	53	10.0.0.103	56612	dnscat.2707017019aabd78497e2a03d4ab0c08ff	dnscat.2707017019aabd78497e2a03d4ab0c08ff
10.0.0.103	56612	10.0.0.102	53	dnscat.433e012b76956fb13c0d2f04874e4e5c37	
10.0.0.102	53	10.0.0.103	56612	dnscat.433e012b76956fb13c0d2f04874e4e5c37	dnscat.433e012b76956fb13c0d2f04874e4e5c37
10.0.0.103	56612	10.0.0.102	53	dnscat.69380170190611aaa171d403d5859c9ce0	
10.0.0.102	53	10.0.0.103	56612	dnscat.69380170190611aaa171d403d5859c9ce0	dnscat.69380170190611aaa171d403d5859c9ce0
10.0.0.103	56612	10.0.0.102	53	dnscat.1730012b76c5922dcbdaea0488d93c5912	
10.0.0.102	53	10.0.0.103	56612	dnscat.1730012b76c5922dcbdaea0488d93c5912	dnscat.1730012b76c5922dcbdaea0488d93c5912
10.0.0.103	56612	10.0.0.102	53	dnscat.7efb017019026f6fc0e2c803d63fa0860e	
10.0.0.102	53	10.0.0.103	56612	dnscat.7efb017019026f6fc0e2c803d63fa0860e	dnscat.7efb017019026f6fc0e2c803d63fa0860e
10.0.0.103	56612	10.0.0.102	53	dnscat.6eca012b767860b2a1fa20048987f2ebc3	
10.0.0.102	53	10.0.0.103	56612	dnscat.6eca012b767860b2a1fa20048987f2ebc3	dnscat.6eca012b767860b2a1fa20048987f2ebc3
10.0.0.103	56612	10.0.0.102	53	dnscat.4b38017019044128cc0d2703d728dff436	
10.0.0.102	53	10.0.0.103	56612	dnscat.4b38017019044128cc0d2703d728dff436	dnscat.4b38017019044128cc0d2703d728dff436
10.0.0.103	56612	10.0.0.102	53	dnscat.1885012b763c583ee82044048aa376a3c5	
10.0.0.102	53	10.0.0.103	56612	dnscat.1885012b763c583ee82044048aa376a3c5	dnscat.1885012b763c583ee82044048aa376a3c5
10.0.0.103	56612	10.0.0.102	53	dnscat.353d017019a28941d922ef03d8b7c377c8	
10.0.0.102	53	10.0.0.103	56612	dnscat.353d017019a28941d922ef03d8b7c377c8	dnscat.353d017019a28941d922ef03d8b7c377c8
10.0.0.103	56612	10.0.0.102	53	dnscat.5120012b769f1568e210ca048b9abd1a3d	
10.0.0.102	53	10.0.0.103	56612	dnscat.5120012b769f1568e210ca048b9abd1a3d	dnscat.5120012b769f1568e210ca048b9abd1a3d
10.0.0.103	56612	10.0.0.102	53	dnscat.16a50170199c22f85031db03d96602d26a	
10.0.0.102	53	10.0.0.103	56612	dnscat.16a50170199c22f85031db03d96602d26a	dnscat.16a50170199c22f85031db03d96602d26a
10.0.0.103	56612	10.0.0.102	53	dnscat.6d0c012b76d5eba4f0f48a048cb7301d0b	
10.0.0.102	53	10.0.0.103	56612	dnscat.6d0c012b76d5eba4f0f48a048cb7301d0b	dnscat.6d0c012b76d5eba4f0f48a048cb7301d0b
10.0.0.103	56612	10.0.0.102	53	dnscat.0fa90170192504bfaf5c4c03da8eb32afe	
10.0.0.102	53	10.0.0.103	56612	dnscat.0fa90170192504bfaf5c4c03da8eb32afe	dnscat.0fa90170192504bfaf5c4c03da8eb32afe
10.0.0.103	56612	10.0.0.102	53	dnscat.1fec012b765df1f1b0e621048d55b99359	
10.0.0.102	53	10.0.0.103	56612	dnscat.1fec012b765df1f1b0e621048d55b99359	dnscat.1fec012b765df1f1b0e621048d55b99359
10.0.0.103	56612	10.0.0.102	53	dnscat.4b4501701913154864c0fb03dbd61aa6f0	
10.0.0.102	53	10.0.0.103	56612	dnscat.4b4501701913154864c0fb03dbd61aa6f0	dnscat.4b4501701913154864c0fb03dbd61aa6f0
10.0.0.103	56612	10.0.0.102	53	dnscat.05e1012b764955e9b11dad048ed42873de	
10.0.0.102	53	10.0.0.103	56612	dnscat.05e1012b764955e9b11dad048ed42873de	dnscat.05e1012b764955e9b11dad048ed42873de
10.0.0.103	56612	10.0.0.102	53	dnscat.0eb3017019933fa776be5303dc65d83f17	
10.0.0.102	53	10.0.0.103	56612	dnscat.0eb3017019933fa776be5303dc65d83f17	dnscat.0eb3017019933fa776be5303dc65d83f17
10.0.0.103	56612	10.0.0.102	53	dnscat.6598012b7601e52b572a12048ff7a2d281	
10.0.0.102	53	10.0.0.103	56612	dnscat.6598012b7601e52b572a12048ff7a2d281	dnscat.6598012b7601e52b572a12048ff7a2d281
10.0.0.103	56612	10.0.0.102	53	dnscat.2824017019c4365ca7831503dd1743204f	
10.0.0.102	53	10.0.0.103	56612	dnscat.2824017019c4365ca7831503dd1743204f	dnscat.2824017019c4365ca7831503dd1743204f
10.0.0.103	56612	10.0.0.102	53	dnscat.335b012b764d5097a289c10490b77d0857	
10.0.0.102	53	10.0.0.103	56612	dnscat.335b012b764d5097a289c10490b77d0857	dnscat.335b012b764d5097a289c10490b77d0857
10.0.0.103	56612	10.0.0.102	53	dnscat.7ec8017019dce929b3962603decec0d28d	
10.0.0.102	53	10.0.0.103	56612	dnscat.7ec8017019dce929b3962603decec0d28d	dnscat.7ec8017019dce929b3962603decec0d28d
10.0.0.103	56612	10.0.0.102	53	dnscat.7c93012b760d8facfe4a4f0491665a0719	
10.0.0.102	53	10.0.0.103	56612	dnscat.7c93012b760d8facfe4a4f0491665a0719	dnscat.7c93012b760d8facfe4a4f0491665a0719
10.0.0.103	56612	10.0.0.102	53	dnscat.3a86017019106069f83c6803dfe9fab267	
10.0.0.102	53	10.0.0.103	56612	dnscat.3a86017019106069f83c6803dfe9fab267	dnscat.3a86017019106069f83c6803dfe9fab267
10.0.0.103	56612	10.0.0.102	53	dnscat.6076012b7674eb238852cc049239b3f5aa	
10.0.0.102	53	10.0.0.103	56612	dnscat.6076012b7674eb238852cc049239b3f5aa	dnscat.6076012b7674eb238852cc049239b3f5aa
10.0.0.103	56612	10.0.0.102	53	dnscat.43e7017019b8be6640cb2c03e0a1051762	
10.0.0.102	53	10.0.0.103	56612	dnscat.43e7017019b8be6640cb2c03e0a1051762	dnscat.43e7017019b8be6640cb2c03e0a1051762
10.0.0.103	56612	10.0.0.102	53	dnscat.65e0012b76e8e4e2ca3aa90493c4bd330e	
10.0.0.102	53	10.0.0.103	56612	dnscat.65e0012b76e8e4e2ca3aa90493c4bd330e	dnscat.65e0012b76e8e4e2ca3aa90493c4bd330e
10.0.0.103	56612	10.0.0.102	53	dnscat.4d29017019fa3fd751e88d03e15a21fd9d	
10.0.0.102	53	10.0.0.103	56612	dnscat.4d29017019fa3fd751e88d03e15a21fd9d	dnscat.4d29017019fa3fd751e88d03e15a21fd9d
10.0.0.103	56612	10.0.0.102	53	dnscat.2780012b76b938525c9d9b049453ea2137	
10.0.0.102	53	10.0.0.103	56612	dnscat.2780012b76b938525c9d9b049453ea2137	dnscat.2780012b76b938525c9d9b049453ea2137
10.0.0.103	56612	10.0.0.102	53	dnscat.3b7a0170193f3016978c0f03e2aac477cf	
10.0.0.102	53	10.0.0.103	56612	dnscat.3b7a0170193f3016978c0f03e2aac477cf	dnscat.3b7a0170193f3016978c0f03e2aac477cf
10.0.0.103	56612	10.0.0.102	53	dnscat.46e2012b76366777bb945f04956010c55d	
10.0.0.102	53	10.0.0.103	56612	dnscat.46e2012b76366777bb945f04956010c55d	dnscat.46e2012b76366777bb945f04956010c55d
10.0.0.103	56612	10.0.0.102	53	dnscat.33bf017019045e36a94d4b03e313398e3a	
10.0.0.102	53	10.0.0.103	56612	dnscat.33bf017019045e36a94d4b03e313398e3a	dnscat.33bf017019045e36a94d4b03e313398e3a
10.0.0.103	56612	10.0.0.102	53	dnscat.2c03012b76aaa841ec16d8049651a0bdd3	
10.0.0.102	53	10.0.0.103	56612	dnscat.2c03012b76aaa841ec16d8049651a0bdd3	dnscat.2c03012b76aaa841ec16d8049651a0bdd3
10.0.0.103	56612	10.0.0.102	53	dnscat.507901701956b9f657344e03e4a980ba96	
10.0.0.102	53	10.0.0.103	56612	dnscat.507901701956b9f657344e03e4a980ba96	dnscat.507901701956b9f657344e03e4a980ba96
10.0.0.103	56612	10.0.0.102	53	dnscat.1a66012b764b25774309400497a1c9adac	
10.0.0.102	53	10.0.0.103	56612	dnscat.1a66012b764b25774309400497a1c9adac	dnscat.1a66012b764b25774309400497a1c9adac
10.0.0.103	56612	10.0.0.102	53	dnscat.2eaa0170191b2a9825cf4303e5875e7912	
10.0.0.102	53	10.0.0.103	56612	dnscat.2eaa0170191b2a9825cf4303e5875e7912	dnscat.2eaa0170191b2a9825cf4303e5875e7912
10.0.0.103	56612	10.0.0.102	53	dnscat.65f1012b76b12e5f0957a00498e1291d54	
10.0.0.102	53	10.0.0.103	56612	dnscat.65f1012b76b12e5f0957a00498e1291d54	dnscat.65f1012b76b12e5f0957a00498e1291d54
10.0.0.103	56612	10.0.0.102	53	dnscat.1dc1017019284d24145ab003e6196828e8	
10.0.0.102	53	10.0.0.103	56612	dnscat.1dc1017019284d24145ab003e6196828e8	dnscat.1dc1017019284d24145ab003e6196828e8
10.0.0.103	56612	10.0.0.102	53	dnscat.60f1012b764638aadcc3c104996389faaf	
10.0.0.102	53	10.0.0.103	56612	dnscat.60f1012b764638aadcc3c104996389faaf	dnscat.60f1012b764638aadcc3c104996389faaf
10.0.0.103	56612	10.0.0.102	53	dnscat.62f901701909940d3a9cfc03e7f0e57f37	
10.0.0.102	53	10.0.0.103	56612	dnscat.62f901701909940d3a9cfc03e7f0e57f37	dnscat.62f901701909940d3a9cfc03e7f0e57f37
10.0.0.103	56612	10.0.0.102	53	dnscat.4a15012b76de5f68033bf9049a87057d88	
10.0.0.102	53	10.0.0.103	56612	dnscat.4a15012b76de5f68033bf9049a87057d88	dnscat.4a15012b76de5f68033bf9049a87057d88
10.0.0.103	56612	10.0.0.102	53	dnscat.3ab1017019905da084538b03e83a9ceef9	
10.0.0.102	53	10.0.0.103	56612	dnscat.3ab1017019905da084538b03e83a9ceef9	dnscat.3ab1017019905da084538b03e83a9ceef9
10.0.0.103	56612	10.0.0.102	53	dnscat.5c4b012b760377c9601adc049b9bf12a63	
10.0.0.102	53	10.0.0.103	56612	dnscat.5c4b012b760377c9601adc049b9bf12a63	dnscat.5c4b012b760377c9601adc049b9bf12a63
10.0.0.103	56612	10.0.0.102	53	dnscat.22a3017019dc07cd9ca18803e95b5171ba	
10.0.0.102	53	10.0.0.103	56612	dnscat.22a3017019dc07cd9ca18803e95b5171ba	dnscat.22a3017019dc07cd9ca18803e95b5171ba
10.0.0.103	56612	10.0.0.102	53	dnscat.7bb9012b76986a8ae5a7f5049c155646a0	
10.0.0.102	53	10.0.0.103	56612	dnscat.7bb9012b76986a8ae5a7f5049c155646a0	dnscat.7bb9012b76986a8ae5a7f5049c155646a0
10.0.0.103	56612	10.0.0.102	53	dnscat.0e0601701915aabbccc39303eab64977ba	
10.0.0.102	53	10.0.0.103	56612	dnscat.0e0601701915aabbccc39303eab64977ba	dnscat.0e0601701915aabbccc39303eab64977ba
10.0.0.103	56612	10.0.0.102	53	dnscat.224c012b769477266d7f23049d6ef67709	
10.0.0.102	53	10.0.0.103	56612	dnscat.224c012b769477266d7f23049d6ef67709	dnscat.224c012b769477266d7f23049d6ef67709
10.0.0.103	56612	10.0.0.102	53	dnscat.0102017019d6a24103312003ebf26f6e13	
10.0.0.102	53	10.0.0.103	56612	dnscat.0102017019d6a24103312003ebf26f6e13	dnscat.0102017019d6a24103312003ebf26f6e13
10.0.0.103	56612	10.0.0.102	53	dnscat.7394012b76d48abcd191f8049ef1909b7d	
10.0.0.102	53	10.0.0.103	56612	dnscat.7394012b76d48abcd191f8049ef1909b7d	dnscat.7394012b76d48abcd191f8049ef1909b7d
10.0.0.103	56612	10.0.0.102	53	dnscat.42f80170196bcec67ac73203ecdd7a6632	
10.0.0.102	53	10.0.0.103	56612	dnscat.42f80170196bcec67ac73203ecdd7a6632	dnscat.42f80170196bcec67ac73203ecdd7a6632
10.0.0.103	56612	10.0.0.102	53	dnscat.12e5012b76224267201f7c049fd1acde6b	
10.0.0.102	53	10.0.0.103	56612	dnscat.12e5012b76224267201f7c049fd1acde6b	dnscat.12e5012b76224267201f7c049fd1acde6b
10.0.0.103	56612	10.0.0.102	53	dnscat.6f920170193b99c228356a03edfea0c324	
10.0.0.102	53	10.0.0.103	56612	dnscat.6f920170193b99c228356a03edfea0c324	dnscat.6f920170193b99c228356a03edfea0c324
10.0.0.103	56612	10.0.0.102	53	dnscat.47f6012b765f1546f2e2df04a079457388	
10.0.0.102	53	10.0.0.103	56612	dnscat.47f6012b765f1546f2e2df04a079457388	dnscat.47f6012b765f1546f2e2df04a079457388
10.0.0.103	56612	10.0.0.102	53	dnscat.3c95017019c5bd685dd18403ee3366197d	
10.0.0.102	53	10.0.0.103	56612	dnscat.3c95017019c5bd685dd18403ee3366197d	dnscat.3c95017019c5bd685dd18403ee3366197d
10.0.0.103	56612	10.0.0.102	53	dnscat.7d71012b762327f17c57b904a101b5f0e5	
10.0.0.102	53	10.0.0.103	56612	dnscat.7d71012b762327f17c57b904a101b5f0e5	dnscat.7d71012b762327f17c57b904a101b5f0e5
10.0.0.103	56612	10.0.0.102	53	dnscat.5eea0170198eabed89a50103efafee721b	
10.0.0.102	53	10.0.0.103	56612	dnscat.5eea0170198eabed89a50103efafee721b	dnscat.5eea0170198eabed89a50103efafee721b
10.0.0.103	56612	10.0.0.102	53	dnscat.0235012b7692c40a4a024204a28149935c	
10.0.0.102	53	10.0.0.103	56612	dnscat.0235012b7692c40a4a024204a28149935c	dnscat.0235012b7692c40a4a024204a28149935c
10.0.0.103	56612	10.0.0.102	53	dnscat.235c0170195c0f8818b0e403f0ceea7b8e	
10.0.0.102	53	10.0.0.103	56612	dnscat.235c0170195c0f8818b0e403f0ceea7b8e	dnscat.235c0170195c0f8818b0e403f0ceea7b8e
10.0.0.103	56612	10.0.0.102	53	dnscat.013c012b7693a2796f78dc04a3dae23e08	
10.0.0.102	53	10.0.0.103	56612	dnscat.013c012b7693a2796f78dc04a3dae23e08	dnscat.013c012b7693a2796f78dc04a3dae23e08
10.0.0.103	56612	10.0.0.102	53	dnscat.1ffa01701945f56dfb186603f1ee5d25e6	
10.0.0.102	53	10.0.0.103	56612	dnscat.1ffa01701945f56dfb186603f1ee5d25e6	dnscat.1ffa01701945f56dfb186603f1ee5d25e6
10.0.0.103	56612	10.0.0.102	53	dnscat.2d59012b768e241336d8d504a42958ac8c	
10.0.0.102	53	10.0.0.103	56612	dnscat.2d59012b768e241336d8d504a42958ac8c	dnscat.2d59012b768e241336d8d504a42958ac8c
10.0.0.103	56612	10.0.0.102	53	dnscat.691d01701943bda2a3869403f22da2d488	
10.0.0.102	53	10.0.0.103	56612	dnscat.691d01701943bda2a3869403f22da2d488	dnscat.691d01701943bda2a3869403f22da2d488
10.0.0.103	56612	10.0.0.102	53	dnscat.7553012b76a4ce0d04641504a5fc9a9cfc	
10.0.0.102	53	10.0.0.103	56612	dnscat.7553012b76a4ce0d04641504a5fc9a9cfc	dnscat.7553012b76a4ce0d04641504a5fc9a9cfc
10.0.0.103	56612	10.0.0.102	53	dnscat.01850170196c703c96286c03f39a1fbaff	
10.0.0.102	53	10.0.0.103	56612	dnscat.01850170196c703c96286c03f39a1fbaff	dnscat.01850170196c703c96286c03f39a1fbaff
10.0.0.103	56612	10.0.0.102	53	dnscat.0a07012b7693a71617ab7704a6224bc4ca	
10.0.0.102	53	10.0.0.103	56612	dnscat.0a07012b7693a71617ab7704a6224bc4ca	dnscat.0a07012b7693a71617ab7704a6224bc4ca
10.0.0.103	56612	10.0.0.102	53	dnscat.5f0f017019900a564b6de303f4d71718b7	
10.0.0.102	53	10.0.0.103	56612	dnscat.5f0f017019900a564b6de303f4d71718b7	dnscat.5f0f017019900a564b6de303f4d71718b7
10.0.0.103	56612	10.0.0.102	53	dnscat.638e012b76faa8047327cd04a750368aa4	
10.0.0.102	53	10.0.0.103	56612	dnscat.638e012b76faa8047327cd04a750368aa4	dnscat.638e012b76faa8047327cd04a750368aa4
10.0.0.103	56612	10.0.0.102	53	dnscat.65e1017019fbfc2cd6e9c203f5650ebd8d	
10.0.0.102	53	10.0.0.103	56612	dnscat.65e1017019fbfc2cd6e9c203f5650ebd8d	dnscat.65e1017019fbfc2cd6e9c203f5650ebd8d
10.0.0.103	56612	10.0.0.102	53	dnscat.13ab012b76ef4bb77b230d04a876a96101	
10.0.0.102	53	10.0.0.103	56612	dnscat.13ab012b76ef4bb77b230d04a876a96101	dnscat.13ab012b76ef4bb77b230d04a876a96101
10.0.0.103	56612	10.0.0.102	53	dnscat.3a32017019a148fa2b2d2603f67c7da5b4	
10.0.0.102	53	10.0.0.103	56612	dnscat.3a32017019a148fa2b2d2603f67c7da5b4	dnscat.3a32017019a148fa2b2d2603f67c7da5b4
10.0.0.103	56612	10.0.0.102	53	dnscat.62db012b7671d539ef280604a95b0593cc	
10.0.0.102	53	10.0.0.103	56612	dnscat.62db012b7671d539ef280604a95b0593cc	dnscat.62db012b7671d539ef280604a95b0593cc
10.0.0.103	56612	10.0.0.102	53	dnscat.4cee017019f482ecc02fbc03f75fce6b0c	
10.0.0.102	53	10.0.0.103	56612	dnscat.4cee017019f482ecc02fbc03f75fce6b0c	dnscat.4cee017019f482ecc02fbc03f75fce6b0c
10.0.0.103	56612	10.0.0.102	53	dnscat.42e8012b769d4bede6bd1104aaf09511e3	
10.0.0.102	53	10.0.0.103	56612	dnscat.42e8012b769d4bede6bd1104aaf09511e3	dnscat.42e8012b769d4bede6bd1104aaf09511e3
10.0.0.103	56612	10.0.0.102	53	dnscat.21e7017019043680588c2e03f8ab3c8d3b	
10.0.0.102	53	10.0.0.103	56612	dnscat.21e7017019043680588c2e03f8ab3c8d3b	dnscat.21e7017019043680588c2e03f8ab3c8d3b
10.0.0.103	56612	10.0.0.102	53	dnscat.5ccd012b76d6f7695e5e1f04abb9ad6ecb	
10.0.0.102	53	10.0.0.103	56612	dnscat.5ccd012b76d6f7695e5e1f04abb9ad6ecb	dnscat.5ccd012b76d6f7695e5e1f04abb9ad6ecb
10.0.0.103	56612	10.0.0.102	53	dnscat.0e5401701989b1ac0bbc5103f9603736a9	
10.0.0.102	53	10.0.0.103	56612	dnscat.0e5401701989b1ac0bbc5103f9603736a9	dnscat.0e5401701989b1ac0bbc5103f9603736a9
10.0.0.103	56612	10.0.0.102	53	dnscat.3944012b76e33b96bea29304ac1e0173b4	
10.0.0.102	53	10.0.0.103	56612	dnscat.3944012b76e33b96bea29304ac1e0173b4	dnscat.3944012b76e33b96bea29304ac1e0173b4
10.0.0.103	56612	10.0.0.102	53	dnscat.24cc01701917eae9c0213a03fa7d4c329c	
10.0.0.102	53	10.0.0.103	56612	dnscat.24cc01701917eae9c0213a03fa7d4c329c	dnscat.24cc01701917eae9c0213a03fa7d4c329c
10.0.0.103	56612	10.0.0.102	53	dnscat.0a64012b762d6b0889b45704ad1e1314da	
10.0.0.102	53	10.0.0.103	56612	dnscat.0a64012b762d6b0889b45704ad1e1314da	dnscat.0a64012b762d6b0889b45704ad1e1314da
10.0.0.103	56612	10.0.0.102	53	dnscat.400001701931e6b0c371e203fb4eb39ee0	
10.0.0.102	53	10.0.0.103	56612	dnscat.400001701931e6b0c371e203fb4eb39ee0	dnscat.400001701931e6b0c371e203fb4eb39ee0
10.0.0.103	56612	10.0.0.102	53	dnscat.420f012b76f1e62f72156904ae575b8902	
10.0.0.102	53	10.0.0.103	56612	dnscat.420f012b76f1e62f72156904ae575b8902	dnscat.420f012b76f1e62f72156904ae575b8902
10.0.0.103	56612	10.0.0.102	53	dnscat.2fdd01701957b958123dbc03fc5871c4b2	
10.0.0.102	53	10.0.0.103	56612	dnscat.2fdd01701957b958123dbc03fc5871c4b2	dnscat.2fdd01701957b958123dbc03fc5871c4b2
10.0.0.103	56612	10.0.0.102	53	dnscat.341e012b76c5b2767f951e04afe873247b	
10.0.0.102	53	10.0.0.103	56612	dnscat.341e012b76c5b2767f951e04afe873247b	dnscat.341e012b76c5b2767f951e04afe873247b
10.0.0.103	56612	10.0.0.102	53	dnscat.04e001701917282794550c03fd31ce73df	
10.0.0.102	53	10.0.0.103	56612	dnscat.04e001701917282794550c03fd31ce73df	dnscat.04e001701917282794550c03fd31ce73df
10.0.0.103	56612	10.0.0.102	53	dnscat.5493012b766a309527d00804b0e59f26ff	
10.0.0.102	53	10.0.0.103	56612	dnscat.5493012b766a309527d00804b0e59f26ff	dnscat.5493012b766a309527d00804b0e59f26ff
10.0.0.103	56612	10.0.0.102	53	dnscat.63c8017019207ad1e79a4b03fe206def86	
10.0.0.102	53	10.0.0.103	56612	dnscat.63c8017019207ad1e79a4b03fe206def86	dnscat.63c8017019207ad1e79a4b03fe206def86
10.0.0.103	56612	10.0.0.102	53	dnscat.013d012b76f9a2743108b204b135285f0f	
10.0.0.102	53	10.0.0.103	56612	dnscat.013d012b76f9a2743108b204b135285f0f	dnscat.013d012b76f9a2743108b204b135285f0f
10.0.0.103	56612	10.0.0.102	53	dnscat.3fde0170190f4e0110885503ff50ff63e2	
10.0.0.102	53	10.0.0.103	56612	dnscat.3fde0170190f4e0110885503ff50ff63e2	dnscat.3fde0170190f4e0110885503ff50ff63e2
10.0.0.103	56612	10.0.0.102	53	dnscat.0382012b7649ca55cdaccb04b29d38ebb9	
10.0.0.102	53	10.0.0.103	56612	dnscat.0382012b7649ca55cdaccb04b29d38ebb9	dnscat.0382012b7649ca55cdaccb04b29d38ebb9
10.0.0.103	56612	10.0.0.102	53	dnscat.648f01701942bb2a4bfadb0400012acb99	
10.0.0.102	53	10.0.0.103	56612	dnscat.648f01701942bb2a4bfadb0400012acb99	dnscat.648f01701942bb2a4bfadb0400012acb99
10.0.0.103	56612	10.0.0.102	53	dnscat.6259012b7678a7873c20b704b3887b20a9	
10.0.0.102	53	10.0.0.103	56612	dnscat.6259012b7678a7873c20b704b3887b20a9	dnscat.6259012b7678a7873c20b704b3887b20a9
10.0.0.103	56612	10.0.0.102	53	dnscat.6719017019ec1f3f1048cb0401639f53c4	
10.0.0.102	53	10.0.0.103	56612	dnscat.6719017019ec1f3f1048cb0401639f53c4	dnscat.6719017019ec1f3f1048cb0401639f53c4
10.0.0.103	56612	10.0.0.102	53	dnscat.059c012b76fd006942c67804b43a9f37c3	
10.0.0.102	53	10.0.0.103	56612	dnscat.059c012b76fd006942c67804b43a9f37c3	dnscat.059c012b76fd006942c67804b43a9f37c3
10.0.0.103	56612	10.0.0.102	53	dnscat.7f64017019849c36c186b4040271e310dc	
10.0.0.102	53	10.0.0.103	56612	dnscat.7f64017019849c36c186b4040271e310dc	dnscat.7f64017019849c36c186b4040271e310dc
10.0.0.103	56612	10.0.0.102	53	dnscat.6329012b76c3b47b268c2b04b5873a6692	
10.0.0.102	53	10.0.0.103	56612	dnscat.6329012b76c3b47b268c2b04b5873a6692	dnscat.6329012b76c3b47b268c2b04b5873a6692
10.0.0.103	56612	10.0.0.102	53	dnscat.736a017019173193d51bbb04034ea4425c	
10.0.0.102	53	10.0.0.103	56612	dnscat.736a017019173193d51bbb04034ea4425c	dnscat.736a017019173193d51bbb04034ea4425c
10.0.0.103	56612	10.0.0.102	53	dnscat.439f012b76f0d69e88699d04b622b738b8	
10.0.0.102	53	10.0.0.103	56612	dnscat.439f012b76f0d69e88699d04b622b738b8	dnscat.439f012b76f0d69e88699d04b622b738b8
10.0.0.103	56612	10.0.0.102	53	dnscat.42c00170199991c0c4c25004046bf1d630	
10.0.0.102	53	10.0.0.103	56612	dnscat.42c00170199991c0c4c25004046bf1d630	dnscat.42c00170199991c0c4c25004046bf1d630
10.0.0.103	56612	10.0.0.102	53	dnscat.6f8e012b76a0442103c5d304b7064d3b04	
10.0.0.102	53	10.0.0.103	56612	dnscat.6f8e012b76a0442103c5d304b7064d3b04	dnscat.6f8e012b76a0442103c5d304b7064d3b04
10.0.0.103	56612	10.0.0.102	53	dnscat.28160170195e415371b70304052f64175d	
10.0.0.102	53	10.0.0.103	56612	dnscat.28160170195e415371b70304052f64175d	dnscat.28160170195e415371b70304052f64175d
10.0.0.103	56612	10.0.0.102	53	dnscat.1773012b768de6b5d4acd204b8acd1fec1	
10.0.0.102	53	10.0.0.103	56612	dnscat.1773012b768de6b5d4acd204b8acd1fec1	dnscat.1773012b768de6b5d4acd204b8acd1fec1
10.0.0.103	56612	10.0.0.102	53	dnscat.64c5017019bc704898c46a0406e6605e30	
10.0.0.102	53	10.0.0.103	56612	dnscat.64c5017019bc704898c46a0406e6605e30	dnscat.64c5017019bc704898c46a0406e6605e30
10.0.0.103	56612	10.0.0.102	53	dnscat.57e0012b76079bb0e7156c04b97cc56a4d	
10.0.0.102	53	10.0.0.103	56612	dnscat.57e0012b76079bb0e7156c04b97cc56a4d	dnscat.57e0012b76079bb0e7156c04b97cc56a4d
10.0.0.103	56612	10.0.0.102	53	dnscat.2ecf01701942af625ebd0204077afdd864	
10.0.0.102	53	10.0.0.103	56612	dnscat.2ecf01701942af625ebd0204077afdd864	dnscat.2ecf01701942af625ebd0204077afdd864
10.0.0.103	56612	10.0.0.102	53	dnscat.2895012b76ae5d8b78ef4004ba7ca702cb	
10.0.0.102	53	10.0.0.103	56612	dnscat.2895012b76ae5d8b78ef4004ba7ca702cb	dnscat.2895012b76ae5d8b78ef4004ba7ca702cb
10.0.0.103	56612	10.0.0.102	53	dnscat.13d6017019c12c997ed1c30408a43b03f1	
10.0.0.102	53	10.0.0.103	56612	dnscat.13d6017019c12c997ed1c30408a43b03f1	dnscat.13d6017019c12c997ed1c30408a43b03f1
10.0.0.103	56612	10.0.0.102	53	dnscat.207c012b76fd6af194e98804bb622d4646	
10.0.0.102	53	10.0.0.103	56612	dnscat.207c012b76fd6af194e98804bb622d4646	dnscat.207c012b76fd6af194e98804bb622d4646
10.0.0.103	56612	10.0.0.102	53	dnscat.43f00170191e0cb6dc918f0409e4c3046d	
10.0.0.102	53	10.0.0.103	56612	dnscat.43f00170191e0cb6dc918f0409e4c3046d	dnscat.43f00170191e0cb6dc918f0409e4c3046d
10.0.0.103	56612	10.0.0.102	53	dnscat.11c4012b769478000284d404bc1dd90dee	
10.0.0.102	53	10.0.0.103	56612	dnscat.11c4012b769478000284d404bc1dd90dee	dnscat.11c4012b769478000284d404bc1dd90dee
10.0.0.103	56612	10.0.0.102	53	dnscat.0d7301701911de0e396252040a8afaacc2	
10.0.0.102	53	10.0.0.103	56612	dnscat.0d7301701911de0e396252040a8afaacc2	dnscat.0d7301701911de0e396252040a8afaacc2
