ip.src	udp.srcport	ip.dst	udp.dstport	dns.qry.name	dns.resp.name
10.0.0.103	56612	10.0.0.102	53	dnscat.4f0c0170191bdc94d2348212bff93e9ecc	
10.0.0.102	53	10.0.0.103	56612	dnscat.4f0c0170191bdc94d2348212bff93e9ecc	dnscat.4f0c0170191bdc94d2348212bff93e9ecc
10.0.0.103	56612	10.0.0.102	53	dnscat.3e17012b76a35f81edc0471372ffa94a89	
10.0.0.102	53	10.0.0.103	56612	dnscat.3e17012b76a35f81edc0471372ffa94a89	dnscat.3e17012b76a35f81edc0471372ffa94a89
10.0.0.103	56612	10.0.0.102	53	dnscat.758f0170192cf7adba67a512c024413c3c	
10.0.0.102	53	10.0.0.103	56612	dnscat.758f0170192cf7adba67a512c024413c3c	dnscat.758f0170192cf7adba67a512c024413c3c
10.0.0.103	56612	10.0.0.102	53	dnscat.422d012b7640f4fc1d59ba13738aac94ec	
10.0.0.102	53	10.0.0.103	56612	dnscat.422d012b7640f4fc1d59ba13738aac94ec	dnscat.422d012b7640f4fc1d59ba13738aac94ec
10.0.0.103	56612	10.0.0.102	53	dnscat.300d017019395bcfc833cc12c10eb95a46	
10.0.0.102	53	10.0.0.103	56612	dnscat.300d017019395bcfc833cc12c10eb95a46	dnscat.300d017019395bcfc833cc12c10eb95a46
10.0.0.103	56612	10.0.0.102	53	dnscat.4887012b764cd5b3d0bb4b1374db59131f	
10.0.0.102	53	10.0.0.103	56612	dnscat.4887012b764cd5b3d0bb4b1374db59131f	dnscat.4887012b764cd5b3d0bb4b1374db59131f
10.0.0.103	56612	10.0.0.102	53	dnscat.4be5017019a5291bd16f9012c2bc5e5211	
10.0.0.102	53	10.0.0.103	56612	dnscat.4be5017019a5291bd16f9012c2bc5e5211	dnscat.4be5017019a5291bd16f9012c2bc5e5211
10.0.0.103	56612	10.0.0.102	53	dnscat.7779012b767880727b720a13754d294a48	
10.0.0.102	53	10.0.0.103	56612	dnscat.7779012b767880727b720a13754d294a48	dnscat.7779012b767880727b720a13754d294a48
10.0.0.103	56612	10.0.0.102	53	dnscat.36f10170196be1fdabfef512c3294b2026	
10.0.0.102	53	10.0.0.103	56612	dnscat.36f10170196be1fdabfef512c3294b2026	dnscat.36f10170196be1fdabfef512c3294b2026
10.0.0.103	56612	10.0.0.102	53	dnscat.3719012b762a7fbb3b2a7a1376402d14d8	
10.0.0.102	53	10.0.0.103	56612	dnscat.3719012b762a7fbb3b2a7a1376402d14d8	dnscat.3719012b762a7fbb3b2a7a1376402d14d8
10.0.0.103	56612	10.0.0.102	53	dnscat.42cd017019db9d631ef8cb12c4c5619e39	
10.0.0.102	53	10.0.0.103	56612	dnscat.42cd017019db9d631ef8cb12c4c5619e39	dnscat.42cd017019db9d631ef8cb12c4c5619e39
10.0.0.103	56612	10.0.0.102	53	dnscat.5d3e012b762fb78c920ef913772a0fb6ff	
10.0.0.102	53	10.0.0.103	56612	dnscat.5d3e012b762fb78c920ef913772a0fb6ff	dnscat.5d3e012b762fb78c920ef913772a0fb6ff
10.0.0.103	56612	10.0.0.102	53	dnscat.481701701953a0a692091412c5442f8f15	
10.0.0.102	53	10.0.0.103	56612	dnscat.481701701953a0a692091412c5442f8f15	dnscat.481701701953a0a692091412c5442f8f15
10.0.0.103	56612	10.0.0.102	53	dnscat.062d012b76b0d63a0b82ec137835a4ba40	
10.0.0.102	53	10.0.0.103	56612	dnscat.062d012b76b0d63a0b82ec137835a4ba40	dnscat.062d012b76b0d63a0b82ec137835a4ba40
10.0.0.103	56612	10.0.0.102	53	dnscat.0dc001701980ac7b02140c12c604d9593b	
10.0.0.102	53	10.0.0.103	56612	dnscat.0dc001701980ac7b02140c12c604d9593b	dnscat.0dc001701980ac7b02140c12c604d9593b
10.0.0.103	56612	10.0.0.102	53	dnscat.2b8d012b769ac40e84046513795734ce59	
10.0.0.102	53	10.0.0.103	56612	dnscat.2b8d012b769ac40e84046513795734ce59	dnscat.2b8d012b769ac40e84046513795734ce59
10.0.0.103	56612	10.0.0.102	53	dnscat.3cc9017019b21a2d62d05d12c759cf2637	
10.0.0.102	53	10.0.0.103	56612	dnscat.3cc9017019b21a2d62d05d12c759cf2637	dnscat.3cc9017019b21a2d62d05d12c759cf2637
10.0.0.103	56612	10.0.0.102	53	dnscat.7837012b768b993f631ee9137ae935004e	
10.0.0.102	53	10.0.0.103	56612	dnscat.7837012b768b993f631ee9137ae935004e	dnscat.7837012b768b993f631ee9137ae935004e
10.0.0.103	56612	10.0.0.102	53	dnscat.22fa0170195f1c375a574012c8b9faa034	
10.0.0.102	53	10.0.0.103	56612	dnscat.22fa0170195f1c375a574012c8b9faa034	dnscat.22fa0170195f1c375a574012c8b9faa034
10.0.0.103	56612	10.0.0.102	53	dnscat.72fa012b76e264dadab4e4137bdfceca22	
10.0.0.102	53	10.0.0.103	56612	dnscat.72fa012b76e264dadab4e4137bdfceca22	dnscat.72fa012b76e264dadab4e4137bdfceca22
10.0.0.103	56612	10.0.0.102	53	dnscat.277a0170199bf5070e4eec12c9a130cefc	
10.0.0.102	53	10.0.0.103	56612	dnscat.277a0170199bf5070e4eec12c9a130cefc	dnscat.277a0170199bf5070e4eec12c9a130cefc
10.0.0.103	56612	10.0.0.102	53	dnscat.336e012b767f96fc24c53f137cd5b95ae5	
10.0.0.102	53	10.0.0.103	56612	dnscat.336e012b767f96fc24c53f137cd5b95ae5	dnscat.336e012b767f96fc24c53f137cd5b95ae5
10.0.0.103	56612	10.0.0.102	53	dnscat.2a520170192e5a0b96b64d12caa55319fa	
10.0.0.102	53	10.0.0.103	56612	dnscat.2a520170192e5a0b96b64d12caa55319fa	dnscat.2a520170192e5a0b96b64d12caa55319fa
10.0.0.103	56612	10.0.0.102	53	dnscat.3b69012b76f5894661a117137d30182905	
10.0.0.102	53	10.0.0.103	56612	dnscat.3b69012b76f5894661a117137d30182905	dnscat.3b69012b76f5894661a117137d30182905
10.0.0.103	56612	10.0.0.102	53	dnscat.2440017019fa71a49e8a1612cb6996336f	
10.0.0.102	53	10.0.0.103	56612	dnscat.2440017019fa71a49e8a1612cb6996336f	dnscat.2440017019fa71a49e8a1612cb6996336f
10.0.0.103	56612	10.0.0.102	53	dnscat.14b5012b76809aa6ba98be137e94af145f	
10.0.0.102	53	10.0.0.103	56612	dnscat.14b5012b76809aa6ba98be137e94af145f	dnscat.14b5012b76809aa6ba98be137e94af145f
10.0.0.103	56612	10.0.0.102	53	dnscat.4e5e017019b39581c0af5e12cc5b91866c	
10.0.0.102	53	10.0.0.103	56612	dnscat.4e5e017019b39581c0af5e12cc5b91866c	dnscat.4e5e017019b39581c0af5e12cc5b91866c
10.0.0.103	56612	10.0.0.102	53	dnscat.4618012b76c3448cfb602a137f4ebabf1e	
10.0.0.102	53	10.0.0.103	56612	dnscat.4618012b76c3448cfb602a137f4ebabf1e	dnscat.4618012b76c3448cfb602a137f4ebabf1e
10.0.0.103	56612	10.0.0.102	53	dnscat.71930170190cc7d7f2fcd912cd7a8cd69d	
10.0.0.102	53	10.0.0.103	56612	dnscat.71930170190cc7d7f2fcd912cd7a8cd69d	dnscat.71930170190cc7d7f2fcd912cd7a8cd69d
10.0.0.103	56612	10.0.0.102	53	dnscat.63c9012b76f9dce8966ac51380ba38b7a2	
10.0.0.102	53	10.0.0.103	56612	dnscat.63c9012b76f9dce8966ac51380ba38b7a2	dnscat.63c9012b76f9dce8966ac51380ba38b7a2
10.0.0.103	56612	10.0.0.102	53	dnscat.4bc70170193649117a1b7b12ce059bd1fa	
10.0.0.102	53	10.0.0.103	56612	dnscat.4bc70170193649117a1b7b12ce059bd1fa	dnscat.4bc70170193649117a1b7b12ce059bd1fa
10.0.0.103	56612	10.0.0.102	53	dnscat.3eec012b76cfccab4fce1613818deeff48	
10.0.0.102	53	10.0.0.103	56612	dnscat.3eec012b76cfccab4fce1613818deeff48	dnscat.3eec012b76cfccab4fce1613818deeff48
10.0.0.103	56612	10.0.0.102	53	dnscat.4d47017019c439f1428f9b12cf006992ca	
10.0.0.102	53	10.0.0.103	56612	dnscat.4d47017019c439f1428f9b12cf006992ca	dnscat.4d47017019c439f1428f9b12cf006992ca
10.0.0.103	56612	10.0.0.102	53	dnscat.54ac012b761ace31b1e26e1382d2b91adf	
10.0.0.102	53	10.0.0.103	56612	dnscat.54ac012b761ace31b1e26e1382d2b91adf	dnscat.54ac012b761ace31b1e26e1382d2b91adf
10.0.0.103	56612	10.0.0.102	53	dnscat.5ae9017019da769348bce012d00604c49c	
10.0.0.102	53	10.0.0.103	56612	dnscat.5ae9017019da769348bce012d00604c49c	dnscat.5ae9017019da769348bce012d00604c49c
10.0.0.103	56612	10.0.0.102	53	dnscat.6900012b766fba6e748a331383dccaf215	
10.0.0.102	53	10.0.0.103	56612	dnscat.6900012b766fba6e748a331383dccaf215	dnscat.6900012b766fba6e748a331383dccaf215
10.0.0.103	56612	10.0.0.102	53	dnscat.51c7017019e00bc188b83512d194b4f31e	
10.0.0.102	53	10.0.0.103	56612	dnscat.51c7017019e00bc188b83512d194b4f31e	dnscat.51c7017019e00bc188b83512d194b4f31e
10.0.0.103	56612	10.0.0.102	53	dnscat.0251012b7668061404f20713847bc66daf	
10.0.0.102	53	10.0.0.103	56612	dnscat.0251012b7668061404f20713847bc66daf	dnscat.0251012b7668061404f20713847bc66daf
10.0.0.103	56612	10.0.0.102	53	dnscat.4fae017019c629dc2f9b7712d2eb5aec36	
10.0.0.102	53	10.0.0.103	56612	dnscat.4fae017019c629dc2f9b7712d2eb5aec36	dnscat.4fae017019c629dc2f9b7712d2eb5aec36
10.0.0.103	56612	10.0.0.102	53	dnscat.126b012b76a5fcf5b152cc1385156ac902	
10.0.0.102	53	10.0.0.103	56612	dnscat.126b012b76a5fcf5b152cc1385156ac902	dnscat.126b012b76a5fcf5b152cc1385156ac902
10.0.0.103	56612	10.0.0.102	53	dnscat.4f9301701959c98e25f5ff12d30ed657a9	
10.0.0.102	53	10.0.0.103	56612	dnscat.4f9301701959c98e25f5ff12d30ed657a9	dnscat.4f9301701959c98e25f5ff12d30ed657a9
10.0.0.103	56612	10.0.0.102	53	dnscat.4e88012b76272d1b1fd83f138666abeb3f	
10.0.0.102	53	10.0.0.103	56612	dnscat.4e88012b76272d1b1fd83f138666abeb3f	dnscat.4e88012b76272d1b1fd83f138666abeb3f
10.0.0.103	56612	10.0.0.102	53	dnscat.0bab0170192189ed366b6012d4ea1be074	
10.0.0.102	53	10.0.0.103	56612	dnscat.0bab0170192189ed366b6012d4ea1be074	dnscat.0bab0170192189ed366b6012d4ea1be074
10.0.0.103	56612	10.0.0.102	53	dnscat.5b51012b764fef0104e38313873ffa5a1b	
10.0.0.102	53	10.0.0.103	56612	dnscat.5b51012b764fef0104e38313873ffa5a1b	dnscat.5b51012b764fef0104e38313873ffa5a1b
10.0.0.103	56612	10.0.0.102	53	dnscat.5efb017019fb57df677c9d12d5c893c5df	
10.0.0.102	53	10.0.0.103	56612	dnscat.5efb017019fb57df677c9d12d5c893c5df	dnscat.5efb017019fb57df677c9d12d5c893c5df
10.0.0.103	56612	10.0.0.102	53	dnscat.532b012b76242769ad354a1388fe76ed83	
10.0.0.102	53	10.0.0.103	56612	dnscat.532b012b76242769ad354a1388fe76ed83	dnscat.532b012b76242769ad354a1388fe76ed83
10.0.0.103	56612	10.0.0.102	53	dnscat.1e7b017019f47b546faff612d6ba66f41a	
10.0.0.102	53	10.0.0.103	56612	dnscat.1e7b017019f47b546faff612d6ba66f41a	dnscat.1e7b017019f47b546faff612d6ba66f41a
10.0.0.103	56612	10.0.0.102	53	dnscat.1c2c012b767e168a70267b13898d71d485	
10.0.0.102	53	10.0.0.103	56612	dnscat.1c2c012b767e168a70267b13898d71d485	dnscat.1c2c012b767e168a70267b13898d71d485
10.0.0.103	56612	10.0.0.102	53	dnscat.261d017019e205ea37c35612d76240bd40	
10.0.0.102	53	10.0.0.103	56612	dnscat.261d017019e205ea37c35612d76240bd40	dnscat.261d017019e205ea37c35612d76240bd40
10.0.0.103	56612	10.0.0.102	53	dnscat.5088012b767fa9c041c17f138ac1bb65c3	
10.0.0.102	53	10.0.0.103	56612	dnscat.5088012b767fa9c041c17f138ac1bb65c3	dnscat.5088012b767fa9c041c17f138ac1bb65c3
10.0.0.103	56612	10.0.0.102	53	dnscat.305b0170198a0f7fe59ae612d8d9cd8e5f	
10.0.0.102	53	10.0.0.103	56612	dnscat.305b0170198a0f7fe59ae612d8d9cd8e5f	dnscat.305b0170198a0f7fe59ae612d8d9cd8e5f
10.0.0.103	56612	10.0.0.102	53	dnscat.775b012b76a4093178569d138b62c526fa	
10.0.0.102	53	10.0.0.103	56612	dnscat.775b012b76a4093178569d138b62c526fa	dnscat.775b012b76a4093178569d138b62c526fa
10.0.0.103	56612	10.0.0.102	53	dnscat.0f1c017019a7e9130df02312d993af0985	
10.0.0.102	53	10.0.0.103	56612	dnscat.0f1c017019a7e9130df02312d993af0985	dnscat.0f1c017019a7e9130df02312d993af0985
10.0.0.103	56612	10.0.0.102	53	dnscat.4511012b76f1fa5ed494f2138cc7fb7629	
10.0.0.102	53	10.0.0.103	56612	dnscat.4511012b76f1fa5ed494f2138cc7fb7629	dnscat.4511012b76f1fa5ed494f2138cc7fb7629
10.0.0.103	56612	10.0.0.102	53	dnscat.1306017019dafd04f97ad212da16fb225c	
10.0.0.102	53	10.0.0.103	56612	dnscat.1306017019dafd04f97ad212da16fb225c	dnscat.1306017019dafd04f97ad212da16fb225c
10.0.0.103	56612	10.0.0.102	53	dnscat.61eb012b76e97466fb3532138d85834e39	
10.0.0.102	53	10.0.0.103	56612	dnscat.61eb012b76e97466fb3532138d85834e39	dnscat.61eb012b76e97466fb3532138d85834e39
10.0.0.103	56612	10.0.0.102	53	dnscat.6aa101701934f84b454b4112dbd03b6ff5	
10.0.0.102	53	10.0.0.103	56612	dnscat.6aa101701934f84b454b4112dbd03b6ff5	dnscat.6aa101701934f84b454b4112dbd03b6ff5
10.0.0.103	56612	10.0.0.102	53	dnscat.1a43012b76ac61d6d4dc7a138e80591bb3	
10.0.0.102	53	10.0.0.103	56612	dnscat.1a43012b76ac61d6d4dc7a138e80591bb3	dnscat.1a43012b76ac61d6d4dc7a138e80591bb3
10.0.0.103	56612	10.0.0.102	53	dnscat.14d30170191337bdb4d87512dcd727532a	
10.0.0.102	53	10.0.0.103	56612	dnscat.14d30170191337bdb4d87512dcd727532a	dnscat.14d30170191337bdb4d87512dcd727532a
10.0.0.103	56612	10.0.0.102	53	dnscat.2fa4012b760fbf3f905c4f138fc320d0d5	
10.0.0.102	53	10.0.0.103	56612	dnscat.2fa4012b760fbf3f905c4f138fc320d0d5	dnscat.2fa4012b760fbf3f905c4f138fc320d0d5
10.0.0.103	56612	10.0.0.102	53	dnscat.3a97017019b3b7605cf6ae12ddcca0bce6	
10.0.0.102	53	10.0.0.103	56612	dnscat.3a97017019b3b7605cf6ae12ddcca0bce6	dnscat.3a97017019b3b7605cf6ae12ddcca0bce6
10.0.0.103	56612	10.0.0.102	53	dnscat.12d4012b76953364833a3a13900c5fedf2	
10.0.0.102	53	10.0.0.103	56612	dnscat.12d4012b76953364833a3a13900c5fedf2	dnscat.12d4012b76953364833a3a13900c5fedf2
10.0.0.103	56612	10.0.0.102	53	dnscat.720c017019f5bf4d383d7712dea3008f36	
10.0.0.102	53	10.0.0.103	56612	dnscat.720c017019f5bf4d383d7712dea3008f36	dnscat.720c017019f5bf4d383d7712dea3008f36
10.0.0.103	56612	10.0.0.102	53	dnscat.6e56012b7636dfc45dde3f13916f5802f5	
10.0.0.102	53	10.0.0.103	56612	dnscat.6e56012b7636dfc45dde3f13916f5802f5	dnscat.6e56012b7636dfc45dde3f13916f5802f5
10.0.0.103	56612	10.0.0.102	53	dnscat.212201701937dff1359f8b12dfbf4e195c	
10.0.0.102	53	10.0.0.103	56612	dnscat.212201701937dff1359f8b12dfbf4e195c	dnscat.212201701937dff1359f8b12dfbf4e195c
10.0.0.103	56612	10.0.0.102	53	dnscat.661f012b76bcded9daaa471392a5f4c5fe	
10.0.0.102	53	10.0.0.103	56612	dnscat.661f012b76bcded9daaa471392a5f4c5fe	dnscat.661f012b76bcded9daaa471392a5f4c5fe
10.0.0.103	56612	10.0.0.102	53	dnscat.0090017019778fc61a2e4612e0c568053a	
10.0.0.102	53	10.0.0.103	56612	dnscat.0090017019778fc61a2e4612e0c568053a	dnscat.0090017019778fc61a2e4612e0c568053a
10.0.0.103	56612	10.0.0.102	53	dnscat.1c65012b762aafe3576953139335323bb7	
10.0.0.102	53	10.0.0.103	56612	dnscat.1c65012b762aafe3576953139335323bb7	dnscat.1c65012b762aafe3576953139335323bb7
10.0.0.103	56612	10.0.0.102	53	dnscat.2fdf0170198060b923ab4e12e15ecf6b84	
10.0.0.102	53	10.0.0.103	56612	dnscat.2fdf0170198060b923ab4e12e15ecf6b84	dnscat.2fdf0170198060b923ab4e12e15ecf6b84
10.0.0.103	56612	10.0.0.102	53	dnscat.34d3012b762509dcc6be0213948bd077eb	
10.0.0.102	53	10.0.0.103	56612	dnscat.34d3012b762509dcc6be0213948bd077eb	dnscat.34d3012b762509dcc6be0213948bd077eb
10.0.0.103	56612	10.0.0.102	53	dnscat.71ab0170195a0bdd9c1b1a12e2883ac619	
10.0.0.102	53	10.0.0.103	56612	dnscat.71ab0170195a0bdd9c1b1a12e2883ac619	dnscat.71ab0170195a0bdd9c1b1a12e2883ac619
10.0.0.103	56612	10.0.0.102	53	dnscat.0692012b76d3fef5c2e4ca1395d90e56c8	
10.0.0.102	53	10.0.0.103	56612	dnscat.0692012b76d3fef5c2e4ca1395d90e56c8	dnscat.0692012b76d3fef5c2e4ca1395d90e56c8
10.0.0.103	56612	10.0.0.102	53	dnscat.13620170199b139abd29e212e39f287055	
10.0.0.102	53	10.0.0.103	56612	dnscat.13620170199b139abd29e212e39f287055	dnscat.13620170199b139abd29e212e39f287055
10.0.0.103	56612	10.0.0.102	53	dnscat.42da012b76dbca057f3ff0139663effdad	
10.0.0.102	53	10.0.0.103	56612	dnscat.42da012b76dbca057f3ff0139663effdad	dnscat.42da012b76dbca057f3ff0139663effdad
10.0.0.103	56612	10.0.0.102	53	dnscat.4634017019f4181386c25512e46601735b	
10.0.0.102	53	10.0.0.103	56612	dnscat.4634017019f4181386c25512e46601735b	dnscat.4634017019f4181386c25512e46601735b
10.0.0.103	56612	10.0.0.102	53	dnscat.590c012b76ae72378b29c813973786d3b2	
10.0.0.102	53	10.0.0.103	56612	dnscat.590c012b76ae72378b29c813973786d3b2	dnscat.590c012b76ae72378b29c813973786d3b2
10.0.0.103	56612	10.0.0.102	53	dnscat.56ed01701999aefb5c67b412e5a786b424	
10.0.0.102	53	10.0.0.103	56612	dnscat.56ed01701999aefb5c67b412e5a786b424	dnscat.56ed01701999aefb5c67b412e5a786b424
10.0.0.103	56612	10.0.0.102	53	dnscat.2287012b767b26a6879236139867ce62f8	
10.0.0.102	53	10.0.0.103	56612	dnscat.2287012b767b26a6879236139867ce62f8	dnscat.2287012b767b26a6879236139867ce62f8
10.0.0.103	56612	10.0.0.102	53	dnscat.50e8017019619547488af812e614325ed2	
10.0.0.102	53	10.0.0.103	56612	dnscat.50e8017019619547488af812e614325ed2	dnscat.50e8017019619547488af812e614325ed2
10.0.0.103	56612	10.0.0.102	53	dnscat.2fb6012b768ea14e23d04c1399cde77e36	
10.0.0.102	53	10.0.0.103	56612	dnscat.2fb6012b768ea14e23d04c1399cde77e36	dnscat.2fb6012b768ea14e23d04c1399cde77e36
10.0.0.103	56612	10.0.0.102	53	dnscat.3c6d017019bc7b2fb62f1412e7d5b18e48	
10.0.0.102	53	10.0.0.103	56612	dnscat.3c6d017019bc7b2fb62f1412e7d5b18e48	dnscat.3c6d017019bc7b2fb62f1412e7d5b18e48
10.0.0.103	56612	10.0.0.102	53	dnscat.3d04012b766fd78f39692d139a4c1a9ed6	
10.0.0.102	53	10.0.0.103	56612	dnscat.3d04012b766fd78f39692d139a4c1a9ed6	dnscat.3d04012b766fd78f39692d139a4c1a9ed6
10.0.0.103	56612	10.0.0.102	53	dnscat.63060170191404c58489d412e867ce5df6	
10.0.0.102	53	10.0.0.103	56612	dnscat.63060170191404c58489d412e867ce5df6	dnscat.63060170191404c58489d412e867ce5df6
10.0.0.103	56612	10.0.0.102	53	dnscat.31ba012b7617fd1f9d2c6f139bc11c2ff3	
10.0.0.102	53	10.0.0.103	56612	dnscat.31ba012b7617fd1f9d2c6f139bc11c2ff3	dnscat.31ba012b7617fd1f9d2c6f139bc11c2ff3
10.0.0.103	56612	10.0.0.102	53	dnscat.64b90170194f01e1faba9812e938a30346	
10.0.0.102	53	10.0.0.103	56612	dnscat.64b90170194f01e1faba9812e938a30346	dnscat.64b90170194f01e1faba9812e938a30346
10.0.0.103	56612	10.0.0.102	53	dnscat.63fa012b76c1610f27df96139cfa4aa892	
10.0.0.102	53	10.0.0.103	56612	dnscat.63fa012b76c1610f27df96139cfa4aa892	dnscat.63fa012b76c1610f27df96139cfa4aa892
10.0.0.103	56612	10.0.0.102	53	dnscat.7f2b01701954e3cf2b80fc12eae8cf77d8	
10.0.0.102	53	10.0.0.103	56612	dnscat.7f2b01701954e3cf2b80fc12eae8cf77d8	dnscat.7f2b01701954e3cf2b80fc12eae8cf77d8
10.0.0.103	56612	10.0.0.102	53	dnscat.044d012b764be90706f0cb139d1fda920a	
10.0.0.102	53	10.0.0.103	56612	dnscat.044d012b764be90706f0cb139d1fda920a	dnscat.044d012b764be90706f0cb139d1fda920a
10.0.0.103	56612	10.0.0.102	53	dnscat.440d0170194731b8cad84212eb04b63961	
10.0.0.102	53	10.0.0.103	56612	dnscat.440d0170194731b8cad84212eb04b63961	dnscat.440d0170194731b8cad84212eb04b63961
10.0.0.103	56612	10.0.0.102	53	dnscat.5881012b76cee0f581cefa139e3d920389	
10.0.0.102	53	10.0.0.103	56612	dnscat.5881012b76cee0f581cefa139e3d920389	dnscat.5881012b76cee0f581cefa139e3d920389
10.0.0.103	56612	10.0.0.102	53	dnscat.2e6e017019e81be98888e812ec4aa792dd	
10.0.0.102	53	10.0.0.103	56612	dnscat.2e6e017019e81be98888e812ec4aa792dd	dnscat.2e6e017019e81be98888e812ec4aa792dd
10.0.0.103	56612	10.0.0.102	53	dnscat.20c4012b76f462dafeaefa139fde584e42	
10.0.0.102	53	10.0.0.103	56612	dnscat.20c4012b76f462dafeaefa139fde584e42	dnscat.20c4012b76f462dafeaefa139fde584e42
10.0.0.103	56612	10.0.0.102	53	dnscat.1ec401701969cbbabfa8f212eddb1cc8e2	
10.0.0.102	53	10.0.0.103	56612	dnscat.1ec401701969cbbabfa8f212eddb1cc8e2	dnscat.1ec401701969cbbabfa8f212eddb1cc8e2
10.0.0.103	56612	10.0.0.102	53	dnscat.7349012b76fe0f46d6a61713a0dc310581	
10.0.0.102	53	10.0.0.103	56612	dnscat.7349012b76fe0f46d6a61713a0dc310581	dnscat.7349012b76fe0f46d6a61713a0dc310581
10.0.0.103	56612	10.0.0.102	53	dnscat.53bf017019d81359a2d8b412ee3e61caab	
10.0.0.102	53	10.0.0.103	56612	dnscat.53bf017019d81359a2d8b412ee3e61caab	dnscat.53bf017019d81359a2d8b412ee3e61caab
10.0.0.103	56612	10.0.0.102	53	dnscat.59d7012b7668dd96576dd613a114758858	
10.0.0.102	53	10.0.0.103	56612	dnscat.59d7012b7668dd96576dd613a114758858	dnscat.59d7012b7668dd96576dd613a114758858
10.0.0.103	56612	10.0.0.102	53	dnscat.0a54017019d654748e1c6712ef5b83ba57	
10.0.0.102	53	10.0.0.103	56612	dnscat.0a54017019d654748e1c6712ef5b83ba57	dnscat.0a54017019d654748e1c6712ef5b83ba57
10.0.0.103	56612	10.0.0.102	53	dnscat.5a09012b76c953482bdf4913a2b73a1010	
10.0.0.102	53	10.0.0.103	56612	dnscat.5a09012b76c953482bdf4913a2b73a1010	dnscat.5a09012b76c953482bdf4913a2b73a1010
10.0.0.103	56612	10.0.0.102	53	dnscat.197c0170199df84e34e09c12f076e3219d	
10.0.0.102	53	10.0.0.103	56612	dnscat.197c0170199df84e34e09c12f076e3219d	dnscat.197c0170199df84e34e09c12f076e3219d
10.0.0.103	56612	10.0.0.102	53	dnscat.1c34012b762815bd3993a213a32eaa5f00	
10.0.0.102	53	10.0.0.103	56612	dnscat.1c34012b762815bd3993a213a32eaa5f00	dnscat.1c34012b762815bd3993a213a32eaa5f00
10.0.0.103	56612	10.0.0.102	53	dnscat.2e8f0170193ee05238f05e12f199fc3fe4	
10.0.0.102	53	10.0.0.103	56612	dnscat.2e8f0170193ee05238f05e12f199fc3fe4	dnscat.2e8f0170193ee05238f05e12f199fc3fe4
10.0.0.103	56612	10.0.0.102	53	dnscat.6e28012b7623f7a2745ff613a4fb93da88	
10.0.0.102	53	10.0.0.103	56612	dnscat.6e28012b7623f7a2745ff613a4fb93da88	dnscat.6e28012b7623f7a2745ff613a4fb93da88
10.0.0.103	56612	10.0.0.102	53	dnscat.5555017019211fbf6612f412f2fdc65581	
10.0.0.102	53	10.0.0.103	56612	dnscat.5555017019211fbf6612f412f2fdc65581	dnscat.5555017019211fbf6612f412f2fdc65581
10.0.0.103	56612	10.0.0.102	53	dnscat.3647012b763e6fb342e1cd13a53f6ffcf1	
10.0.0.102	53	10.0.0.103	56612	dnscat.3647012b763e6fb342e1cd13a53f6ffcf1	dnscat.3647012b763e6fb342e1cd13a53f6ffcf1
10.0.0.103	56612	10.0.0.102	53	dnscat.431801701991894e3a98b212f35325aba0	
10.0.0.102	53	10.0.0.103	56612	dnscat.431801701991894e3a98b212f35325aba0	dnscat.431801701991894e3a98b212f35325aba0
10.0.0.103	56612	10.0.0.102	53	dnscat.60a9012b76cdaf1bb11bb613a66db5eda6	
10.0.0.102	53	10.0.0.103	56612	dnscat.60a9012b76cdaf1bb11bb613a66db5eda6	dnscat.60a9012b76cdaf1bb11bb613a66db5eda6
10.0.0.103	56612	10.0.0.102	53	dnscat.7e610170195d7b813320e312f4da9e4315	
10.0.0.102	53	10.0.0.103	56612	dnscat.7e610170195d7b813320e312f4da9e4315	dnscat.7e610170195d7b813320e312f4da9e4315
10.0.0.103	56612	10.0.0.102	53	dnscat.3347012b7603fe6614b6ad13a7d877ad77	
10.0.0.102	53	10.0.0.103	56612	dnscat.3347012b7603fe6614b6ad13a7d877ad77	dnscat.3347012b7603fe6614b6ad13a7d877ad77
10.0.0.103	56612	10.0.0.102	53	dnscat.0523017019222a2c25b40612f5ff3bbc5f	
10.0.0.102	53	10.0.0.103	56612	dnscat.0523017019222a2c25b40612f5ff3bbc5f	dnscat.0523017019222a2c25b40612f5ff3bbc5f
10.0.0.103	56612	10.0.0.102	53	dnscat.175c012b768550cef564d513a8b6d9458e	
10.0.0.102	53	10.0.0.103	56612	dnscat.175c012b768550cef564d513a8b6d9458e	dnscat.175c012b768550cef564d513a8b6d9458e
10.0.0.103	56612	10.0.0.102	53	dnscat.1180017019ba49a6984db712f6d9e41da4	
10.0.0.102	53	10.0.0.103	56612	dnscat.1180017019ba49a6984db712f6d9e41da4	dnscat.1180017019ba49a6984db712f6d9e41da4
10.0.0.103	56612	10.0.0.102	53	dnscat.1583012b769a69693224e013a955be19df	
10.0.0.102	53	10.0.0.103	56612	dnscat.1583012b769a69693224e013a955be19df	dnscat.1583012b769a69693224e013a955be19df
10.0.0.103	56612	10.0.0.102	53	dnscat.2170017019e7a8c545fb5a12f7ce5e7938	
10.0.0.102	53	10.0.0.103	56612	dnscat.2170017019e7a8c545fb5a12f7ce5e7938	dnscat.2170017019e7a8c545fb5a12f7ce5e7938
10.0.0.103	56612	10.0.0.102	53	dnscat.4f42012b76c4b2be6d41ba13aa0bf4af08	
